pm10_s0,pm10_s1,pm10_s2,pm10_s3,pm10_lag1_s0,pm10_lag1_s1,pm10_lag1_s2,pm10_lag1_s3,pm10_lag2_s0,pm10_lag2_s1,pm10_lag2_s2,pm10_lag2_s3,pm10_lag3_s0,pm10_lag3_s1,pm10_lag3_s2,pm10_lag3_s3,wind_speed,humidity,temp,machine_on,target_pm10
453.7380203870375,1279.3883429669013,2439.5487169612825,3732.8578099424585,446.52452233835413,1232.3209211651906,2293.953583211419,3424.041398836933,448.9150958606802,1189.4891520628994,2148.4380200857386,3129.183874831313,433.09049570229473,1140.9885165501496,1995.2715639098913,2833.5072961372266,2.757451919132044,60.5,22.75000000000001,1.0,1317.307645215463
456.27562770054305,1317.307645215463,2561.535569462594,4029.518365431307,453.7380203870375,1279.3883429669013,2439.5487169612825,3732.8578099424585,446.52452233835413,1232.3209211651906,2293.953583211419,3424.041398836933,448.9150958606802,1189.4891520628994,2148.4380200857386,3129.183874831313,3.0943538687589514,60.0,22.80000000000001,1.0,1335.970955424282
454.41935772359403,1335.970955424282,2685.627766246081,4321.726348116281,456.27562770054305,1317.307645215463,2561.535569462594,4029.518365431307,453.7380203870375,1279.3883429669013,2439.5487169612825,3732.8578099424585,446.52452233835413,1232.3209211651906,2293.953583211419,3424.041398836933,2.8823675540603526,61.5,22.850000000000012,1.0,1365.5061948506102
458.2848466455445,1365.5061948506102,2803.3406385813255,4609.1134359756425,454.41935772359403,1335.970955424282,2685.627766246081,4321.726348116281,456.27562770054305,1317.307645215463,2561.535569462594,4029.518365431307,453.7380203870375,1279.3883429669013,2439.5487169612825,3732.8578099424585,2.9132589430590174,63.0,22.900000000000013,1.0,1385.9276632497874
458.2745877255454,1385.9276632497874,2890.7285757950226,4878.740650637177,458.2848466455445,1365.5061948506102,2803.3406385813255,4609.1134359756425,454.41935772359403,1335.970955424282,2685.627766246081,4321.726348116281,456.27562770054305,1317.307645215463,2561.535569462594,4029.518365431307,3.0772651172168293,64.5,22.950000000000014,1.0,1423.3426177188287
466.59006769283786,1423.3426177188287,2986.191300653219,5148.661379568194,458.2745877255454,1385.9276632497874,2890.7285757950226,4878.740650637177,458.2848466455445,1365.5061948506102,2803.3406385813255,4609.1134359756425,454.41935772359403,1335.970955424282,2685.627766246081,4321.726348116281,2.702224146179043,64.0,23.000000000000014,1.0,1442.963000180619
461.31643796904604,1442.963000180619,3067.574698601644,5395.151152917378,466.59006769283786,1423.3426177188287,2986.191300653219,5148.661379568194,458.2745877255454,1385.9276632497874,2890.7285757950226,4878.740650637177,458.2848466455445,1365.5061948506102,2803.3406385813255,4609.1134359756425,2.989586469088427,65.5,23.050000000000015,1.0,1441.915381094943
464.3940986930341,1441.915381094943,3146.022834199249,5638.614322553979,461.31643796904604,1442.963000180619,3067.574698601644,5395.151152917378,466.59006769283786,1423.3426177188287,2986.191300653219,5148.661379568194,458.2745877255454,1385.9276632497874,2890.7285757950226,4878.740650637177,3.2319422567667746,67.0,23.100000000000016,1.0,1468.2225462577885
467.89671319184924,1468.2225462577885,3224.555188426805,5868.917964110141,464.3940986930341,1441.915381094943,3146.022834199249,5638.614322553979,461.31643796904604,1442.963000180619,3067.574698601644,5395.151152917378,466.59006769283786,1423.3426177188287,2986.191300653219,5148.661379568194,2.7028391024607936,66.5,23.150000000000016,1.0,1481.8693762108462
464.79392342543656,1481.8693762108462,3286.634788649947,6092.339733827745,467.89671319184924,1468.2225462577885,3224.555188426805,5868.917964110141,464.3940986930341,1441.915381094943,3146.022834199249,5638.614322553979,461.31643796904604,1442.963000180619,3067.574698601644,5395.151152917378,2.890338210950237,66.0,23.200000000000017,1.0,1490.4429414320266
467.91404708461016,1490.4429414320266,3352.930511962396,6300.398033157177,464.79392342543656,1481.8693762108462,3286.634788649947,6092.339733827745,467.89671319184924,1468.2225462577885,3224.555188426805,5868.917964110141,464.3940986930341,1441.915381094943,3146.022834199249,5638.614322553979,2.7650240122991288,67.5,23.250000000000018,1.0,1493.065194667259
455.8308348811043,1493.065194667259,3402.0645426008787,6487.517907163197,467.91404708461016,1490.4429414320266,3352.930511962396,6300.398033157177,464.79392342543656,1481.8693762108462,3286.634788649947,6092.339733827745,467.89671319184924,1468.2225462577885,3224.555188426805,5868.917964110141,3.157934448400409,69.0,23.30000000000002,1.0,1503.9645744243255
457.12563084878576,1503.9645744243255,3459.531477861093,6668.6627294817445,455.8308348811043,1493.065194667259,3402.0645426008787,6487.517907163197,467.91404708461016,1490.4429414320266,3352.930511962396,6300.398033157177,464.79392342543656,1481.8693762108462,3286.634788649947,6092.339733827745,2.6289147867365754,70.5,23.35000000000002,1.0,1494.6014118297207
453.93773999250146,1494.6014118297207,3502.5355924694904,6828.75751942691,457.12563084878576,1503.9645744243255,3459.531477861093,6668.6627294817445,455.8308348811043,1493.065194667259,3402.0645426008787,6487.517907163197,467.91404708461016,1490.4429414320266,3352.930511962396,6300.398033157177,3.2542204297729915,70.0,23.40000000000002,1.0,1497.2844459129092
464.8276680200112,1497.2844459129092,3533.081357865596,6991.002277036591,453.93773999250146,1494.6014118297207,3502.5355924694904,6828.75751942691,457.12563084878576,1503.9645744243255,3459.531477861093,6668.6627294817445,455.8308348811043,1493.065194667259,3402.0645426008787,6487.517907163197,2.6426089508392057,71.5,23.45000000000002,1.0,1500.8637072108224
459.70348148255863,1500.8637072108224,3549.0672102451913,7115.247324884571,464.8276680200112,1497.2844459129092,3533.081357865596,6991.002277036591,453.93773999250146,1494.6014118297207,3502.5355924694904,6828.75751942691,457.12563084878576,1503.9645744243255,3459.531477861093,6668.6627294817445,3.3805168567211705,73.0,23.50000000000002,1.0,1509.7756498926744
459.6559944131008,1509.7756498926744,3576.2553549084437,7247.964385656628,459.70348148255863,1500.8637072108224,3549.0672102451913,7115.247324884571,464.8276680200112,1497.2844459129092,3533.081357865596,6991.002277036591,453.93773999250146,1494.6014118297207,3502.5355924694904,6828.75751942691,2.733145671112343,74.5,23.550000000000022,1.0,1517.5291865434997
453.35655106279387,1517.5291865434997,3597.3503233566526,7349.582786476433,459.6559944131008,1509.7756498926744,3576.2553549084437,7247.964385656628,459.70348148255863,1500.8637072108224,3549.0672102451913,7115.247324884571,464.8276680200112,1497.2844459129092,3533.081357865596,6991.002277036591,3.1613880011075985,76.0,23.600000000000023,1.0,1517.2114669247712
460.94078546795737,1517.2114669247712,3627.38358989431,7453.513509338608,453.35655106279387,1517.5291865434997,3597.3503233566526,7349.582786476433,459.6559944131008,1509.7756498926744,3576.2553549084437,7247.964385656628,459.70348148255863,1500.8637072108224,3549.0672102451913,7115.247324884571,2.678732250581666,77.5,23.650000000000023,1.0,1512.5816777286384
451.204794118007,1512.5816777286384,3638.6476614388243,7535.360567243128,460.94078546795737,1517.2114669247712,3627.38358989431,7453.513509338608,453.35655106279387,1517.5291865434997,3597.3503233566526,7349.582786476433,459.6559944131008,1509.7756498926744,3576.2553549084437,7247.964385656628,3.2331149384710822,79.0,23.700000000000024,1.0,1505.7715473643634
450.261576343843,1505.7715473643634,3644.891245529533,7622.998812577511,451.204794118007,1512.5816777286384,3638.6476614388243,7535.360567243128,460.94078546795737,1517.2114669247712,3627.38358989431,7453.513509338608,453.35655106279387,1517.5291865434997,3597.3503233566526,7349.582786476433,3.0519542777553545,80.5,23.750000000000025,1.0,1504.0951332661587
453.2294309512651,1504.0951332661587,3645.5925109127493,7689.66907399329,450.261576343843,1505.7715473643634,3644.891245529533,7622.998812577511,451.204794118007,1512.5816777286384,3638.6476614388243,7535.360567243128,460.94078546795737,1517.2114669247712,3627.38358989431,7453.513509338608,3.0154082578438905,82.0,23.800000000000026,1.0,1495.1791400306918
449.6737344598843,1495.1791400306918,3653.701532596494,7755.193036206536,453.2294309512651,1504.0951332661587,3645.5925109127493,7689.66907399329,450.261576343843,1505.7715473643634,3644.891245529533,7622.998812577511,451.204794118007,1512.5816777286384,3638.6476614388243,7535.360567243128,3.154510580162598,83.5,23.850000000000026,1.0,1492.2675073841383
451.4488448719239,1492.2675073841383,3654.579860256582,7812.525548420526,449.6737344598843,1495.1791400306918,3653.701532596494,7755.193036206536,453.2294309512651,1504.0951332661587,3645.5925109127493,7689.66907399329,450.261576343843,1505.7715473643634,3644.891245529533,7622.998812577511,3.0021919118221896,85.0,23.900000000000027,1.0,1491.100805315122
451.2343763946606,1491.100805315122,3657.586771011312,7853.0151429967445,451.4488448719239,1492.2675073841383,3654.579860256582,7812.525548420526,449.6737344598843,1495.1791400306918,3653.701532596494,7755.193036206536,453.2294309512651,1504.0951332661587,3645.5925109127493,7689.66907399329,2.7681524356387284,86.5,23.950000000000028,1.0,1488.4569231694688
442.6457333548945,1488.4569231694688,3655.556569798009,7884.65635170936,451.2343763946606,1491.100805315122,3657.586771011312,7853.0151429967445,451.4488448719239,1492.2675073841383,3654.579860256582,7812.525548420526,449.6737344598843,1495.1791400306918,3653.701532596494,7755.193036206536,3.1071913625809904,88.0,24.00000000000003,1.0,1496.1191067430389
447.0886843518935,1496.1191067430389,3667.9190523263114,7929.133869602676,442.6457333548945,1488.4569231694688,3655.556569798009,7884.65635170936,451.2343763946606,1491.100805315122,3657.586771011312,7853.0151429967445,451.4488448719239,1492.2675073841383,3654.579860256582,7812.525548420526,2.7854088872220095,89.5,24.05000000000003,1.0,1483.2375217453691
427.6270729001921,1483.2375217453691,3658.485398310805,7958.37907566852,447.0886843518935,1496.1191067430389,3667.9190523263114,7929.133869602676,442.6457333548945,1488.4569231694688,3655.556569798009,7884.65635170936,451.2343763946606,1491.100805315122,3657.586771011312,7853.0151429967445,3.2486297932814625,91.0,24.10000000000003,1.0,1471.5360443954337
430.514454188425,1471.5360443954337,3668.0954781714327,7984.351722786328,427.6270729001921,1483.2375217453691,3658.485398310805,7958.37907566852,447.0886843518935,1496.1191067430389,3667.9190523263114,7929.133869602676,442.6457333548945,1488.4569231694688,3655.556569798009,7884.65635170936,2.76224377847019,90.5,24.15000000000003,1.0,1465.6419639865144
439.67163870063035,1465.6419639865144,3655.444631431736,8012.873998994145,430.514454188425,1471.5360443954337,3668.0954781714327,7984.351722786328,427.6270729001921,1483.2375217453691,3658.485398310805,7958.37907566852,447.0886843518935,1496.1191067430389,3667.9190523263114,7929.133869602676,2.904645928046825,90.0,24.20000000000003,1.0,1442.6105168005022
428.70028201621574,1442.6105168005022,3627.7379900645387,8012.4563915864355,439.67163870063035,1465.6419639865144,3655.444631431736,8012.873998994145,430.514454188425,1471.5360443954337,3668.0954781714327,7984.351722786328,427.6270729001921,1483.2375217453691,3658.485398310805,7958.37907566852,3.6366468591037897,91.5,24.250000000000032,1.0,1419.9250515957863
399.6568689306042,1419.9250515957863,3604.0655717552086,8000.388379875173,428.70028201621574,1442.6105168005022,3627.7379900645387,8012.4563915864355,439.67163870063035,1465.6419639865144,3655.444631431736,8012.873998994145,430.514454188425,1471.5360443954337,3668.0954781714327,7984.351722786328,3.561601704141691,91.0,24.300000000000033,1.0,1397.3968259793112
385.01316387762057,1397.3968259793112,3577.0604597908005,7990.547871108404,399.6568689306042,1419.9250515957863,3604.0655717552086,8000.388379875173,428.70028201621574,1442.6105168005022,3627.7379900645387,8012.4563915864355,439.67163870063035,1465.6419639865144,3655.444631431736,8012.873998994145,3.4897233911794907,92.5,24.350000000000033,1.0,1372.063787046315
370.0656644700358,1372.063787046315,3545.9277555231392,7966.044762422888,385.01316387762057,1397.3968259793112,3577.0604597908005,7990.547871108404,399.6568689306042,1419.9250515957863,3604.0655717552086,8000.388379875173,428.70028201621574,1442.6105168005022,3627.7379900645387,8012.4563915864355,3.7043990785350966,94.0,24.400000000000034,1.0,1347.618220907995
373.7104343052815,1347.618220907995,3530.64161960701,7949.1718938176,370.0656644700358,1372.063787046315,3545.9277555231392,7966.044762422888,385.01316387762057,1397.3968259793112,3577.0604597908005,7990.547871108404,399.6568689306042,1419.9250515957863,3604.0655717552086,8000.388379875173,3.0209406254970057,95.0,24.450000000000035,1.0,1328.1122982461056
365.7270378346138,1328.1122982461056,3493.0678964273347,7917.957192178263,373.7104343052815,1347.618220907995,3530.64161960701,7949.1718938176,370.0656644700358,1372.063787046315,3545.9277555231392,7966.044762422888,385.01316387762057,1397.3968259793112,3577.0604597908005,7990.547871108404,3.6333952924848756,95.0,24.500000000000036,1.0,1317.0011125371861
371.1517109882712,1317.0011125371861,3466.0126917346283,7901.942771251101,365.7270378346138,1328.1122982461056,3493.0678964273347,7917.957192178263,373.7104343052815,1347.618220907995,3530.64161960701,7949.1718938176,370.0656644700358,1372.063787046315,3545.9277555231392,7966.044762422888,2.9375633248928175,95.0,24.550000000000036,1.0,1305.4793016779333
372.3279634494511,1305.4793016779333,3427.3508451962057,7862.688956398065,371.1517109882712,1317.0011125371861,3466.0126917346283,7901.942771251101,365.7270378346138,1328.1122982461056,3493.0678964273347,7917.957192178263,373.7104343052815,1347.618220907995,3530.64161960701,7949.1718938176,3.435765074238711,95.0,24.600000000000037,1.0,1288.1836757706803
376.54685862846117,1288.1836757706803,3393.3053967680057,7821.411091225572,372.3279634494511,1305.4793016779333,3427.3508451962057,7862.688956398065,371.1517109882712,1317.0011125371861,3466.0126917346283,7901.942771251101,365.7270378346138,1328.1122982461056,3493.0678964273347,7917.957192178263,3.2241880815369783,95.0,24.650000000000038,1.0,1286.6924423470718
373.5047999115752,1286.6924423470718,3366.9201478224686,7781.03697084566,376.54685862846117,1288.1836757706803,3393.3053967680057,7821.411091225572,372.3279634494511,1305.4793016779333,3427.3508451962057,7862.688956398065,371.1517109882712,1317.0011125371861,3466.0126917346283,7901.942771251101,3.3485811953240323,95.0,24.70000000000004,1.0,1276.9610191362087
371.2512262900768,1276.9610191362087,3343.3268590656335,7732.519394411183,373.5047999115752,1286.6924423470718,3366.9201478224686,7781.03697084566,376.54685862846117,1288.1836757706803,3393.3053967680057,7821.411091225572,372.3279634494511,1305.4793016779333,3427.3508451962057,7862.688956398065,3.3916436421462985,95.0,24.75000000000004,1.0,1283.6965873774352
381.22709026897917,1283.6965873774352,3323.5036006279342,7707.530047445073,371.2512262900768,1276.9610191362087,3343.3268590656335,7732.519394411183,373.5047999115752,1286.6924423470718,3366.9201478224686,7781.03697084566,376.54685862846117,1288.1836757706803,3393.3053967680057,7821.411091225572,2.816071595127487,95.0,24.80000000000004,1.0,1295.6497222881274
385.50818795369184,1295.6497222881274,3318.458421553322,7668.741991915231,381.22709026897917,1283.6965873774352,3323.5036006279342,7707.530047445073,371.2512262900768,1276.9610191362087,3343.3268590656335,7732.519394411183,373.5047999115752,1286.6924423470718,3366.9201478224686,7781.03697084566,2.6981947855500894,95.0,24.85000000000004,1.0,1296.52233570098
394.11046070520166,1296.52233570098,3304.309991300274,7630.164192663152,385.50818795369184,1295.6497222881274,3318.458421553322,7668.741991915231,381.22709026897917,1283.6965873774352,3323.5036006279342,7707.530047445073,371.2512262900768,1276.9610191362087,3343.3268590656335,7732.519394411183,2.997354886126258,95.0,24.90000000000004,1.0,1295.883017797227
391.19768010974775,1295.883017797227,3295.1617182275104,7595.000518441179,394.11046070520166,1296.52233570098,3304.309991300274,7630.164192663152,385.50818795369184,1295.6497222881274,3318.458421553322,7668.741991915231,381.22709026897917,1283.6965873774352,3323.5036006279342,7707.530047445073,3.1238794362826874,95.0,24.950000000000042,1.0,1286.9873007401015
381.69235683721604,1286.9873007401015,3279.9748951777074,7555.896470836113,391.19768010974775,1295.883017797227,3295.1617182275104,7595.000518441179,394.11046070520166,1296.52233570098,3304.309991300274,7630.164192663152,385.50818795369184,1295.6497222881274,3318.458421553322,7668.741991915231,3.261762477429144,94.5,25.000000000000043,1.0,1285.3198460762815
391.44983900279334,1285.3198460762815,3271.1865915845424,7518.9773103648195,381.69235683721604,1286.9873007401015,3279.9748951777074,7555.896470836113,391.19768010974775,1295.883017797227,3295.1617182275104,7595.000518441179,394.11046070520166,1296.52233570098,3304.309991300274,7630.164192663152,3.0932722696794013,95.0,25.050000000000043,1.0,1286.5098390611304
396.28512886727964,1286.5098390611304,3268.140462154166,7498.339558763687,391.44983900279334,1285.3198460762815,3271.1865915845424,7518.9773103648195,381.69235683721604,1286.9873007401015,3279.9748951777074,7555.896470836113,391.19768010974775,1295.883017797227,3295.1617182275104,7595.000518441179,2.985541354339256,94.5,25.100000000000044,1.0,1291.90545656973
401.3034790384236,1291.90545656973,3266.113287712266,7473.08158780872,396.28512886727964,1286.5098390611304,3268.140462154166,7498.339558763687,391.44983900279334,1285.3198460762815,3271.1865915845424,7518.9773103648195,381.69235683721604,1286.9873007401015,3279.9748951777074,7555.896470836113,2.9673719554629425,94.0,25.150000000000045,1.0,1288.9946070383694
397.1953118372534,1288.9946070383694,3256.9894565594886,7446.292301569169,401.3034790384236,1291.90545656973,3266.113287712266,7473.08158780872,396.28512886727964,1286.5098390611304,3268.140462154166,7498.339558763687,391.44983900279334,1285.3198460762815,3271.1865915845424,7518.9773103648195,3.2950512919075394,95.0,25.200000000000045,1.0,1292.3492056290866
395.2055075453212,1292.3492056290866,3254.512997491525,7414.933771976722,397.1953118372534,1288.9946070383694,3256.9894565594886,7446.292301569169,401.3034790384236,1291.90545656973,3266.113287712266,7473.08158780872,396.28512886727964,1286.5098390611304,3268.140462154166,7498.339558763687,3.4353430823385125,95.0,25.250000000000046,1.0,1288.4536590622133
387.36821744373253,1288.4536590622133,3236.5634761760857,7388.310975560381,395.2055075453212,1292.3492056290866,3254.512997491525,7414.933771976722,397.1953118372534,1288.9946070383694,3256.9894565594886,7446.292301569169,401.3034790384236,1291.90545656973,3266.113287712266,7473.08158780872,3.2928927379443307,95.0,25.300000000000047,1.0,1286.637338820002
396.0697497288759,1286.637338820002,3242.982230731686,7376.194905600106,387.36821744373253,1288.4536590622133,3236.5634761760857,7388.310975560381,395.2055075453212,1292.3492056290866,3254.512997491525,7414.933771976722,397.1953118372534,1288.9946070383694,3256.9894565594886,7446.292301569169,2.7722602015338906,95.0,25.350000000000048,1.0,1296.196813824857
385.884978314362,1296.196813824857,3241.750155451461,7352.391317798992,396.0697497288759,1286.637338820002,3242.982230731686,7376.194905600106,387.36821744373253,1288.4536590622133,3236.5634761760857,7388.310975560381,395.2055075453212,1292.3492056290866,3254.512997491525,7414.933771976722,3.2911571460039633,94.5,25.40000000000005,1.0,1309.4397682094195
406.55040061258,1309.4397682094195,3255.019098630598,7337.825150932547,385.884978314362,1296.196813824857,3241.750155451461,7352.391317798992,396.0697497288759,1286.637338820002,3242.982230731686,7376.194905600106,387.36821744373253,1288.4536590622133,3236.5634761760857,7388.310975560381,2.4860596412727367,95.0,25.45000000000005,1.0,1321.0315890425925
412.6518219312719,1321.0315890425925,3261.905599853426,7340.07912045557,406.55040061258,1309.4397682094195,3255.019098630598,7337.825150932547,385.884978314362,1296.196813824857,3241.750155451461,7352.391317798992,396.0697497288759,1286.637338820002,3242.982230731686,7376.194905600106,2.7296118544005994,94.5,25.50000000000005,1.0,1326.4851692641716
417.94787379277017,1326.4851692641716,3277.0124182143613,7347.09688899011,412.6518219312719,1321.0315890425925,3261.905599853426,7340.07912045557,406.55040061258,1309.4397682094195,3255.019098630598,7337.825150932547,385.884978314362,1296.196813824857,3241.750155451461,7352.391317798992,2.6797138711852218,95.0,25.55000000000005,1.0,1320.1560973480853
409.16903680224345,1320.1560973480853,3280.9136401575615,7337.216228295858,417.94787379277017,1326.4851692641716,3277.0124182143613,7347.09688899011,412.6518219312719,1321.0315890425925,3261.905599853426,7340.07912045557,406.55040061258,1309.4397682094195,3255.019098630598,7337.825150932547,3.4624112990754545,95.0,25.60000000000005,1.0,1323.1905099149228
402.55549058457444,1323.1905099149228,3277.5780808965105,7326.4801867580545,409.16903680224345,1320.1560973480853,3280.9136401575615,7337.216228295858,417.94787379277017,1326.4851692641716,3277.0124182143613,7347.09688899011,412.6518219312719,1321.0315890425925,3261.905599853426,7340.07912045557,3.353789155219148,95.0,25.650000000000052,1.0,1334.3363050182923
408.6636133723877,1334.3363050182923,3278.838471061184,7333.726406940865,402.55549058457444,1323.1905099149228,3277.5780808965105,7326.4801867580545,409.16903680224345,1320.1560973480853,3280.9136401575615,7337.216228295858,417.94787379277017,1326.4851692641716,3277.0124182143613,7347.09688899011,2.919271668621315,94.5,25.700000000000053,1.0,1335.1147141573979
393.7198270133165,1335.1147141573979,3279.277655881187,7329.71911239286,408.6636133723877,1334.3363050182923,3278.838471061184,7333.726406940865,402.55549058457444,1323.1905099149228,3277.5780808965105,7326.4801867580545,409.16903680224345,1320.1560973480853,3280.9136401575615,7337.216228295858,3.3175273460548764,95.0,25.750000000000053,1.0,1339.338142815491
417.3301256579579,1339.338142815491,3291.4287045182355,7344.541998772586,393.7198270133165,1335.1147141573979,3279.277655881187,7329.71911239286,408.6636133723877,1334.3363050182923,3278.838471061184,7333.726406940865,402.55549058457444,1323.1905099149228,3277.5780808965105,7326.4801867580545,2.348740251560877,95.0,25.800000000000054,1.0,1347.195454820909
413.7627403751579,1347.195454820909,3289.0054701890317,7345.120361085776,417.3301256579579,1339.338142815491,3291.4287045182355,7344.541998772586,393.7198270133165,1335.1147141573979,3279.277655881187,7329.71911239286,408.6636133723877,1334.3363050182923,3278.838471061184,7333.726406940865,3.115219634681792,95.0,25.850000000000055,1.0,1345.397381707214
415.6331424778992,1345.397381707214,3296.845773448797,7343.109702298705,413.7627403751579,1347.195454820909,3289.0054701890317,7345.120361085776,417.3301256579579,1339.338142815491,3291.4287045182355,7344.541998772586,393.7198270133165,1335.1147141573979,3279.277655881187,7329.71911239286,2.9774089035734628,94.5,25.900000000000055,1.0,1346.6703744246872
419.9399572923595,1346.6703744246872,3302.935839787437,7344.7455582057355,415.6331424778992,1345.397381707214,3296.845773448797,7343.109702298705,413.7627403751579,1347.195454820909,3289.0054701890317,7345.120361085776,417.3301256579579,1339.338142815491,3291.4287045182355,7344.541998772586,2.9811962708180486,95.0,25.950000000000056,1.0,1349.2297467959982
421.4179648581359,1349.2297467959982,3311.232482579395,7349.179239907565,419.9399572923595,1346.6703744246872,3302.935839787437,7344.7455582057355,415.6331424778992,1345.397381707214,3296.845773448797,7343.109702298705,413.7627403751579,1347.195454820909,3289.0054701890317,7345.120361085776,2.832292352029843,94.5,26.000000000000057,1.0,1344.6052683899934
408.3932370917758,1344.6052683899934,3312.851358796666,7350.690519220753,421.4179648581359,1349.2297467959982,3311.232482579395,7349.179239907565,419.9399572923595,1346.6703744246872,3302.935839787437,7344.7455582057355,415.6331424778992,1345.397381707214,3296.845773448797,7343.109702298705,3.589417539874917,94.0,26.050000000000058,1.0,1346.525540391017
409.7039281251701,1346.525540391017,3320.6521593436187,7351.904925488176,408.3932370917758,1344.6052683899934,3312.851358796666,7350.690519220753,421.4179648581359,1349.2297467959982,3311.232482579395,7349.179239907565,419.9399572923595,1346.6703744246872,3302.935839787437,7344.7455582057355,2.8138908832393343,95.0,26.10000000000006,1.0,1361.056044605001
425.6738566168085,1361.056044605001,3329.6634647035894,7372.299083639064,409.7039281251701,1346.525540391017,3320.6521593436187,7351.904925488176,408.3932370917758,1344.6052683899934,3312.851358796666,7350.690519220753,421.4179648581359,1349.2297467959982,3311.232482579395,7349.179239907565,2.5454426813404343,95.0,26.15000000000006,1.0,1354.260353758465
