lag_1,lag_2,lag_3,lag_4,lag_5,lag_6,lag_7,lag_8,lag_9,lag_10,target
103.29610251691092,101.14586500569209,101.29201398974311,102.36595709471956,101.78173011714371,102.9323161941864,101.49360574289625,100.73643271154587,103.32910462589908,101.32458982692373,101.28201197285206
101.14586500569209,101.29201398974311,102.36595709471956,101.78173011714371,102.9323161941864,101.49360574289625,100.73643271154587,103.32910462589908,101.32458982692373,101.28201197285206,99.43643659039621
101.29201398974311,102.36595709471956,101.78173011714371,102.9323161941864,101.49360574289625,100.73643271154587,103.32910462589908,101.32458982692373,101.28201197285206,99.43643659039621,99.95173709628786
102.36595709471956,101.78173011714371,102.9323161941864,101.49360574289625,100.73643271154587,103.32910462589908,101.32458982692373,101.28201197285206,99.43643659039621,99.95173709628786,100.236047714835
101.78173011714371,102.9323161941864,101.49360574289625,100.73643271154587,103.32910462589908,101.32458982692373,101.28201197285206,99.43643659039621,99.95173709628786,100.236047714835,98.60313685201491
102.9323161941864,101.49360574289625,100.73643271154587,103.32910462589908,101.32458982692373,101.28201197285206,99.43643659039621,99.95173709628786,100.236047714835,98.60313685201491,99.76476349198624
101.49360574289625,100.73643271154587,103.32910462589908,101.32458982692373,101.28201197285206,99.43643659039621,99.95173709628786,100.236047714835,98.60313685201491,99.76476349198624,98.43512779216731
100.73643271154587,103.32910462589908,101.32458982692373,101.28201197285206,99.43643659039621,99.95173709628786,100.236047714835,98.60313685201491,99.76476349198624,98.43512779216731,98.40819037304672
103.32910462589908,101.32458982692373,101.28201197285206,99.43643659039621,99.95173709628786,100.236047714835,98.60313685201491,99.76476349198624,98.43512779216731,98.40819037304672,97.78508778104334
101.32458982692373,101.28201197285206,99.43643659039621,99.95173709628786,100.236047714835,98.60313685201491,99.76476349198624,98.43512779216731,98.40819037304672,97.78508778104334,99.95379202187803
101.28201197285206,99.43643659039621,99.95173709628786,100.236047714835,98.60313685201491,99.76476349198624,98.43512779216731,98.40819037304672,97.78508778104334,99.95379202187803,97.83512320709485
99.43643659039621,99.95173709628786,100.236047714835,98.60313685201491,99.76476349198624,98.43512779216731,98.40819037304672,97.78508778104334,99.95379202187803,97.83512320709485,96.57447045970322
99.95173709628786,100.236047714835,98.60313685201491,99.76476349198624,98.43512779216731,98.40819037304672,97.78508778104334,99.95379202187803,97.83512320709485,96.57447045970322,98.2782339248753
100.236047714835,98.60313685201491,99.76476349198624,98.43512779216731,98.40819037304672,97.78508778104334,99.95379202187803,97.83512320709485,96.57447045970322,98.2782339248753,96.10116197631869
98.60313685201491,99.76476349198624,98.43512779216731,98.40819037304672,97.78508778104334,99.95379202187803,97.83512320709485,96.57447045970322,98.2782339248753,96.10116197631869,97.44218202299888
99.76476349198624,98.43512779216731,98.40819037304672,97.78508778104334,99.95379202187803,97.83512320709485,96.57447045970322,98.2782339248753,96.10116197631869,97.44218202299888,95.2314348760206
98.43512779216731,98.40819037304672,97.78508778104334,99.95379202187803,97.83512320709485,96.57447045970322,98.2782339248753,96.10116197631869,97.44218202299888,95.2314348760206,95.86792395600695
98.40819037304672,97.78508778104334,99.95379202187803,97.83512320709485,96.57447045970322,98.2782339248753,96.10116197631869,97.44218202299888,95.2314348760206,95.86792395600695,97.44519467887825
97.78508778104334,99.95379202187803,97.83512320709485,96.57447045970322,98.2782339248753,96.10116197631869,97.44218202299888,95.2314348760206,95.86792395600695,97.44519467887825,98.08549723131014
99.95379202187803,97.83512320709485,96.57447045970322,98.2782339248753,96.10116197631869,97.44218202299888,95.2314348760206,95.86792395600695,97.44519467887825,98.08549723131014,97.66209232899712
97.83512320709485,96.57447045970322,98.2782339248753,96.10116197631869,97.44218202299888,95.2314348760206,95.86792395600695,97.44519467887825,98.08549723131014,97.66209232899712,97.56157815131593
96.57447045970322,98.2782339248753,96.10116197631869,97.44218202299888,95.2314348760206,95.86792395600695,97.44519467887825,98.08549723131014,97.66209232899712,97.56157815131593,97.60257179129854
98.2782339248753,96.10116197631869,97.44218202299888,95.2314348760206,95.86792395600695,97.44519467887825,98.08549723131014,97.66209232899712,97.56157815131593,97.60257179129854,96.68805691206674
96.10116197631869,97.44218202299888,95.2314348760206,95.86792395600695,97.44519467887825,98.08549723131014,97.66209232899712,97.56157815131593,97.60257179129854,96.68805691206674,97.74202525995311
97.44218202299888,95.2314348760206,95.86792395600695,97.44519467887825,98.08549723131014,97.66209232899712,97.56157815131593,97.60257179129854,96.68805691206674,97.74202525995311,98.3243304369653
95.2314348760206,95.86792395600695,97.44519467887825,98.08549723131014,97.66209232899712,97.56157815131593,97.60257179129854,96.68805691206674,97.74202525995311,98.3243304369653,100.18798380340013
95.86792395600695,97.44519467887825,98.08549723131014,97.66209232899712,97.56157815131593,97.60257179129854,96.68805691206674,97.74202525995311,98.3243304369653,100.18798380340013,99.83778886831414
97.44519467887825,98.08549723131014,97.66209232899712,97.56157815131593,97.60257179129854,96.68805691206674,97.74202525995311,98.3243304369653,100.18798380340013,99.83778886831414,98.1062053891896
98.08549723131014,97.66209232899712,97.56157815131593,97.60257179129854,96.68805691206674,97.74202525995311,98.3243304369653,100.18798380340013,99.83778886831414,98.1062053891896,100.57433421964504
97.66209232899712,97.56157815131593,97.60257179129854,96.68805691206674,97.74202525995311,98.3243304369653,100.18798380340013,99.83778886831414,98.1062053891896,100.57433421964504,100.24617267553185
97.56157815131593,97.60257179129854,96.68805691206674,97.74202525995311,98.3243304369653,100.18798380340013,99.83778886831414,98.1062053891896,100.57433421964504,100.24617267553185,100.32940792144886
97.60257179129854,96.68805691206674,97.74202525995311,98.3243304369653,100.18798380340013,99.83778886831414,98.1062053891896,100.57433421964504,100.24617267553185,100.32940792144886,101.98131521216017
96.68805691206674,97.74202525995311,98.3243304369653,100.18798380340013,99.83778886831414,98.1062053891896,100.57433421964504,100.24617267553185,100.32940792144886,101.98131521216017,102.74653081507137
97.74202525995311,98.3243304369653,100.18798380340013,99.83778886831414,98.1062053891896,100.57433421964504,100.24617267553185,100.32940792144886,101.98131521216017,102.74653081507137,102.96991115126889
98.3243304369653,100.18798380340013,99.83778886831414,98.1062053891896,100.57433421964504,100.24617267553185,100.32940792144886,101.98131521216017,102.74653081507137,102.96991115126889,101.4947040748437
100.18798380340013,99.83778886831414,98.1062053891896,100.57433421964504,100.24617267553185,100.32940792144886,101.98131521216017,102.74653081507137,102.96991115126889,101.4947040748437,102.28761263776143
99.83778886831414,98.1062053891896,100.57433421964504,100.24617267553185,100.32940792144886,101.98131521216017,102.74653081507137,102.96991115126889,101.4947040748437,102.28761263776143,103.1545374981999
98.1062053891896,100.57433421964504,100.24617267553185,100.32940792144886,101.98131521216017,102.74653081507137,102.96991115126889,101.4947040748437,102.28761263776143,103.1545374981999,103.9853215798157
100.57433421964504,100.24617267553185,100.32940792144886,101.98131521216017,102.74653081507137,102.96991115126889,101.4947040748437,102.28761263776143,103.1545374981999,103.9853215798157,102.67429561134048
100.24617267553185,100.32940792144886,101.98131521216017,102.74653081507137,102.96991115126889,101.4947040748437,102.28761263776143,103.1545374981999,103.9853215798157,102.67429561134048,103.06650808082756
100.32940792144886,101.98131521216017,102.74653081507137,102.96991115126889,101.4947040748437,102.28761263776143,103.1545374981999,103.9853215798157,102.67429561134048,103.06650808082756,102.1980555215891
101.98131521216017,102.74653081507137,102.96991115126889,101.4947040748437,102.28761263776143,103.1545374981999,103.9853215798157,102.67429561134048,103.06650808082756,102.1980555215891,102.11318887651946
102.74653081507137,102.96991115126889,101.4947040748437,102.28761263776143,103.1545374981999,103.9853215798157,102.67429561134048,103.06650808082756,102.1980555215891,102.11318887651946,104.07970789490058
102.96991115126889,101.4947040748437,102.28761263776143,103.1545374981999,103.9853215798157,102.67429561134048,103.06650808082756,102.1980555215891,102.11318887651946,104.07970789490058,104.53473490278161
101.4947040748437,102.28761263776143,103.1545374981999,103.9853215798157,102.67429561134048,103.06650808082756,102.1980555215891,102.11318887651946,104.07970789490058,104.53473490278161,102.97280136614805
102.28761263776143,103.1545374981999,103.9853215798157,102.67429561134048,103.06650808082756,102.1980555215891,102.11318887651946,104.07970789490058,104.53473490278161,102.97280136614805,103.8718520097334
103.1545374981999,103.9853215798157,102.67429561134048,103.06650808082756,102.1980555215891,102.11318887651946,104.07970789490058,104.53473490278161,102.97280136614805,103.8718520097334,103.01351609371534
103.9853215798157,102.67429561134048,103.06650808082756,102.1980555215891,102.11318887651946,104.07970789490058,104.53473490278161,102.97280136614805,103.8718520097334,103.01351609371534,101.75386690852629
102.67429561134048,103.06650808082756,102.1980555215891,102.11318887651946,104.07970789490058,104.53473490278161,102.97280136614805,103.8718520097334,103.01351609371534,101.75386690852629,102.47510171273619
103.06650808082756,102.1980555215891,102.11318887651946,104.07970789490058,104.53473490278161,102.97280136614805,103.8718520097334,103.01351609371534,101.75386690852629,102.47510171273619,103.33865294412647
102.1980555215891,102.11318887651946,104.07970789490058,104.53473490278161,102.97280136614805,103.8718520097334,103.01351609371534,101.75386690852629,102.47510171273619,103.33865294412647,101.42890797930444
102.11318887651946,104.07970789490058,104.53473490278161,102.97280136614805,103.8718520097334,103.01351609371534,101.75386690852629,102.47510171273619,103.33865294412647,101.42890797930444,102.67607868267395
104.07970789490058,104.53473490278161,102.97280136614805,103.8718520097334,103.01351609371534,101.75386690852629,102.47510171273619,103.33865294412647,101.42890797930444,102.67607868267395,98.12662496697354
104.53473490278161,102.97280136614805,103.8718520097334,103.01351609371534,101.75386690852629,102.47510171273619,103.33865294412647,101.42890797930444,102.67607868267395,98.12662496697354,101.19727787975059
102.97280136614805,103.8718520097334,103.01351609371534,101.75386690852629,102.47510171273619,103.33865294412647,101.42890797930444,102.67607868267395,98.12662496697354,101.19727787975059,100.09142774792565
103.8718520097334,103.01351609371534,101.75386690852629,102.47510171273619,103.33865294412647,101.42890797930444,102.67607868267395,98.12662496697354,101.19727787975059,100.09142774792565,99.34030837342496
103.01351609371534,101.75386690852629,102.47510171273619,103.33865294412647,101.42890797930444,102.67607868267395,98.12662496697354,101.19727787975059,100.09142774792565,99.34030837342496,99.37777750887187
101.75386690852629,102.47510171273619,103.33865294412647,101.42890797930444,102.67607868267395,98.12662496697354,101.19727787975059,100.09142774792565,99.34030837342496,99.37777750887187,96.96256545848935
102.47510171273619,103.33865294412647,101.42890797930444,102.67607868267395,98.12662496697354,101.19727787975059,100.09142774792565,99.34030837342496,99.37777750887187,96.96256545848935,98.41737275568548
103.33865294412647,101.42890797930444,102.67607868267395,98.12662496697354,101.19727787975059,100.09142774792565,99.34030837342496,99.37777750887187,96.96256545848935,98.41737275568548,98.70887665913109
101.42890797930444,102.67607868267395,98.12662496697354,101.19727787975059,100.09142774792565,99.34030837342496,99.37777750887187,96.96256545848935,98.41737275568548,98.70887665913109,99.57676472682456
102.67607868267395,98.12662496697354,101.19727787975059,100.09142774792565,99.34030837342496,99.37777750887187,96.96256545848935,98.41737275568548,98.70887665913109,99.57676472682456,97.36416142063572
98.12662496697354,101.19727787975059,100.09142774792565,99.34030837342496,99.37777750887187,96.96256545848935,98.41737275568548,98.70887665913109,99.57676472682456,97.36416142063572,96.89744566012918
101.19727787975059,100.09142774792565,99.34030837342496,99.37777750887187,96.96256545848935,98.41737275568548,98.70887665913109,99.57676472682456,97.36416142063572,96.89744566012918,97.07049883295544
100.09142774792565,99.34030837342496,99.37777750887187,96.96256545848935,98.41737275568548,98.70887665913109,99.57676472682456,97.36416142063572,96.89744566012918,97.07049883295544,98.39897079594644
99.34030837342496,99.37777750887187,96.96256545848935,98.41737275568548,98.70887665913109,99.57676472682456,97.36416142063572,96.89744566012918,97.07049883295544,98.39897079594644,97.77010635981031
99.37777750887187,96.96256545848935,98.41737275568548,98.70887665913109,99.57676472682456,97.36416142063572,96.89744566012918,97.07049883295544,98.39897079594644,97.77010635981031,96.91660005138858
96.96256545848935,98.41737275568548,98.70887665913109,99.57676472682456,97.36416142063572,96.89744566012918,97.07049883295544,98.39897079594644,97.77010635981031,96.91660005138858,98.01185112637273
98.41737275568548,98.70887665913109,99.57676472682456,97.36416142063572,96.89744566012918,97.07049883295544,98.39897079594644,97.77010635981031,96.91660005138858,98.01185112637273,97.69435845091303
98.70887665913109,99.57676472682456,97.36416142063572,96.89744566012918,97.07049883295544,98.39897079594644,97.77010635981031,96.91660005138858,98.01185112637273,97.69435845091303,98.70961928859029
99.57676472682456,97.36416142063572,96.89744566012918,97.07049883295544,98.39897079594644,97.77010635981031,96.91660005138858,98.01185112637273,97.69435845091303,98.70961928859029,97.22542359007707
97.36416142063572,96.89744566012918,97.07049883295544,98.39897079594644,97.77010635981031,96.91660005138858,98.01185112637273,97.69435845091303,98.70961928859029,97.22542359007707,97.82626359054032
96.89744566012918,97.07049883295544,98.39897079594644,97.77010635981031,96.91660005138858,98.01185112637273,97.69435845091303,98.70961928859029,97.22542359007707,97.82626359054032,98.02472099955226
97.07049883295544,98.39897079594644,97.77010635981031,96.91660005138858,98.01185112637273,97.69435845091303,98.70961928859029,97.22542359007707,97.82626359054032,98.02472099955226,97.24860477046595
98.39897079594644,97.77010635981031,96.91660005138858,98.01185112637273,97.69435845091303,98.70961928859029,97.22542359007707,97.82626359054032,98.02472099955226,97.24860477046595,99.33133973523991
97.77010635981031,96.91660005138858,98.01185112637273,97.69435845091303,98.70961928859029,97.22542359007707,97.82626359054032,98.02472099955226,97.24860477046595,99.33133973523991,99.64216709961134
96.91660005138858,98.01185112637273,97.69435845091303,98.70961928859029,97.22542359007707,97.82626359054032,98.02472099955226,97.24860477046595,99.33133973523991,99.64216709961134,99.74953428563838
98.01185112637273,97.69435845091303,98.70961928859029,97.22542359007707,97.82626359054032,98.02472099955226,97.24860477046595,99.33133973523991,99.64216709961134,99.74953428563838,99.88490866142743
97.69435845091303,98.70961928859029,97.22542359007707,97.82626359054032,98.02472099955226,97.24860477046595,99.33133973523991,99.64216709961134,99.74953428563838,99.88490866142743,99.0851297584501
98.70961928859029,97.22542359007707,97.82626359054032,98.02472099955226,97.24860477046595,99.33133973523991,99.64216709961134,99.74953428563838,99.88490866142743,99.0851297584501,100.46085988343307
97.22542359007707,97.82626359054032,98.02472099955226,97.24860477046595,99.33133973523991,99.64216709961134,99.74953428563838,99.88490866142743,99.0851297584501,100.46085988343307,100.9138656554783
97.82626359054032,98.02472099955226,97.24860477046595,99.33133973523991,99.64216709961134,99.74953428563838,99.88490866142743,99.0851297584501,100.46085988343307,100.9138656554783,100.81761190434793
98.02472099955226,97.24860477046595,99.33133973523991,99.64216709961134,99.74953428563838,99.88490866142743,99.0851297584501,100.46085988343307,100.9138656554783,100.81761190434793,101.80449583115966
97.24860477046595,99.33133973523991,99.64216709961134,99.74953428563838,99.88490866142743,99.0851297584501,100.46085988343307,100.9138656554783,100.81761190434793,101.80449583115966,102.69293213921748
99.33133973523991,99.64216709961134,99.74953428563838,99.88490866142743,99.0851297584501,100.46085988343307,100.9138656554783,100.81761190434793,101.80449583115966,102.69293213921748,104.47035774952712
99.64216709961134,99.74953428563838,99.88490866142743,99.0851297584501,100.46085988343307,100.9138656554783,100.81761190434793,101.80449583115966,102.69293213921748,104.47035774952712,103.02165307669473
99.74953428563838,99.88490866142743,99.0851297584501,100.46085988343307,100.9138656554783,100.81761190434793,101.80449583115966,102.69293213921748,104.47035774952712,103.02165307669473,103.33107470776936
99.88490866142743,99.0851297584501,100.46085988343307,100.9138656554783,100.81761190434793,101.80449583115966,102.69293213921748,104.47035774952712,103.02165307669473,103.33107470776936,103.18558078717744
99.0851297584501,100.46085988343307,100.9138656554783,100.81761190434793,101.80449583115966,102.69293213921748,104.47035774952712,103.02165307669473,103.33107470776936,103.18558078717744,101.48494888413697
100.46085988343307,100.9138656554783,100.81761190434793,101.80449583115966,102.69293213921748,104.47035774952712,103.02165307669473,103.33107470776936,103.18558078717744,101.48494888413697,103.47590343229241
100.9138656554783,100.81761190434793,101.80449583115966,102.69293213921748,104.47035774952712,103.02165307669473,103.33107470776936,103.18558078717744,101.48494888413697,103.47590343229241,103.6148709557864
100.81761190434793,101.80449583115966,102.69293213921748,104.47035774952712,103.02165307669473,103.33107470776936,103.18558078717744,101.48494888413697,103.47590343229241,103.6148709557864,106.02288786333567
101.80449583115966,102.69293213921748,104.47035774952712,103.02165307669473,103.33107470776936,103.18558078717744,101.48494888413697,103.47590343229241,103.6148709557864,106.02288786333567,103.32507135797552
102.69293213921748,104.47035774952712,103.02165307669473,103.33107470776936,103.18558078717744,101.48494888413697,103.47590343229241,103.6148709557864,106.02288786333567,103.32507135797552,103.73029246679464
104.47035774952712,103.02165307669473,103.33107470776936,103.18558078717744,101.48494888413697,103.47590343229241,103.6148709557864,106.02288786333567,103.32507135797552,103.73029246679464,103.2603499682734
103.02165307669473,103.33107470776936,103.18558078717744,101.48494888413697,103.47590343229241,103.6148709557864,106.02288786333567,103.32507135797552,103.73029246679464,103.2603499682734,101.9498913244721
103.33107470776936,103.18558078717744,101.48494888413697,103.47590343229241,103.6148709557864,106.02288786333567,103.32507135797552,103.73029246679464,103.2603499682734,101.9498913244721,104.04495313343298
103.18558078717744,101.48494888413697,103.47590343229241,103.6148709557864,106.02288786333567,103.32507135797552,103.73029246679464,103.2603499682734,101.9498913244721,104.04495313343298,103.40116994606845
101.48494888413697,103.47590343229241,103.6148709557864,106.02288786333567,103.32507135797552,103.73029246679464,103.2603499682734,101.9498913244721,104.04495313343298,103.40116994606845,103.15498830452108
103.47590343229241,103.6148709557864,106.02288786333567,103.32507135797552,103.73029246679464,103.2603499682734,101.9498913244721,104.04495313343298,103.40116994606845,103.15498830452108,101.14147917311601
103.6148709557864,106.02288786333567,103.32507135797552,103.73029246679464,103.2603499682734,101.9498913244721,104.04495313343298,103.40116994606845,103.15498830452108,101.14147917311601,103.11777857960074
106.02288786333567,103.32507135797552,103.73029246679464,103.2603499682734,101.9498913244721,104.04495313343298,103.40116994606845,103.15498830452108,101.14147917311601,103.11777857960074,99.95983421431791
103.32507135797552,103.73029246679464,103.2603499682734,101.9498913244721,104.04495313343298,103.40116994606845,103.15498830452108,101.14147917311601,103.11777857960074,99.95983421431791,101.58347741511382
103.73029246679464,103.2603499682734,101.9498913244721,104.04495313343298,103.40116994606845,103.15498830452108,101.14147917311601,103.11777857960074,99.95983421431791,101.58347741511382,102.81608125143562
103.2603499682734,101.9498913244721,104.04495313343298,103.40116994606845,103.15498830452108,101.14147917311601,103.11777857960074,99.95983421431791,101.58347741511382,102.81608125143562,99.26409460480703
101.9498913244721,104.04495313343298,103.40116994606845,103.15498830452108,101.14147917311601,103.11777857960074,99.95983421431791,101.58347741511382,102.81608125143562,99.26409460480703,99.32326824453831
104.04495313343298,103.40116994606845,103.15498830452108,101.14147917311601,103.11777857960074,99.95983421431791,101.58347741511382,102.81608125143562,99.26409460480703,99.32326824453831,99.63591834767425
103.40116994606845,103.15498830452108,101.14147917311601,103.11777857960074,99.95983421431791,101.58347741511382,102.81608125143562,99.26409460480703,99.32326824453831,99.63591834767425,98.6969089692243
103.15498830452108,101.14147917311601,103.11777857960074,99.95983421431791,101.58347741511382,102.81608125143562,99.26409460480703,99.32326824453831,99.63591834767425,98.6969089692243,97.3366314627071
101.14147917311601,103.11777857960074,99.95983421431791,101.58347741511382,102.81608125143562,99.26409460480703,99.32326824453831,99.63591834767425,98.6969089692243,97.3366314627071,98.67057731267562
103.11777857960074,99.95983421431791,101.58347741511382,102.81608125143562,99.26409460480703,99.32326824453831,99.63591834767425,98.6969089692243,97.3366314627071,98.67057731267562,97.28681721860718
99.95983421431791,101.58347741511382,102.81608125143562,99.26409460480703,99.32326824453831,99.63591834767425,98.6969089692243,97.3366314627071,98.67057731267562,97.28681721860718,98.6062743197948
101.58347741511382,102.81608125143562,99.26409460480703,99.32326824453831,99.63591834767425,98.6969089692243,97.3366314627071,98.67057731267562,97.28681721860718,98.6062743197948,97.03676527903882
102.81608125143562,99.26409460480703,99.32326824453831,99.63591834767425,98.6969089692243,97.3366314627071,98.67057731267562,97.28681721860718,98.6062743197948,97.03676527903882,99.37244053180775
99.26409460480703,99.32326824453831,99.63591834767425,98.6969089692243,97.3366314627071,98.67057731267562,97.28681721860718,98.6062743197948,97.03676527903882,99.37244053180775,96.95056563615837
99.32326824453831,99.63591834767425,98.6969089692243,97.3366314627071,98.67057731267562,97.28681721860718,98.6062743197948,97.03676527903882,99.37244053180775,96.95056563615837,97.36954398419519
99.63591834767425,98.6969089692243,97.3366314627071,98.67057731267562,97.28681721860718,98.6062743197948,97.03676527903882,99.37244053180775,96.95056563615837,97.36954398419519,98.51012772277554
98.6969089692243,97.3366314627071,98.67057731267562,97.28681721860718,98.6062743197948,97.03676527903882,99.37244053180775,96.95056563615837,97.36954398419519,98.51012772277554,96.51796962707567
97.3366314627071,98.67057731267562,97.28681721860718,98.6062743197948,97.03676527903882,99.37244053180775,96.95056563615837,97.36954398419519,98.51012772277554,96.51796962707567,98.07499108641937
98.67057731267562,97.28681721860718,98.6062743197948,97.03676527903882,99.37244053180775,96.95056563615837,97.36954398419519,98.51012772277554,96.51796962707567,98.07499108641937,99.29836730259008
97.28681721860718,98.6062743197948,97.03676527903882,99.37244053180775,96.95056563615837,97.36954398419519,98.51012772277554,96.51796962707567,98.07499108641937,99.29836730259008,96.57024369964344
98.6062743197948,97.03676527903882,99.37244053180775,96.95056563615837,97.36954398419519,98.51012772277554,96.51796962707567,98.07499108641937,99.29836730259008,96.57024369964344,98.58880984592066
97.03676527903882,99.37244053180775,96.95056563615837,97.36954398419519,98.51012772277554,96.51796962707567,98.07499108641937,99.29836730259008,96.57024369964344,98.58880984592066,98.92696219718309
99.37244053180775,96.95056563615837,97.36954398419519,98.51012772277554,96.51796962707567,98.07499108641937,99.29836730259008,96.57024369964344,98.58880984592066,98.92696219718309,99.74419284062562
96.95056563615837,97.36954398419519,98.51012772277554,96.51796962707567,98.07499108641937,99.29836730259008,96.57024369964344,98.58880984592066,98.92696219718309,99.74419284062562,98.0485189975475
97.36954398419519,98.51012772277554,96.51796962707567,98.07499108641937,99.29836730259008,96.57024369964344,98.58880984592066,98.92696219718309,99.74419284062562,98.0485189975475,98.31090546459743
98.51012772277554,96.51796962707567,98.07499108641937,99.29836730259008,96.57024369964344,98.58880984592066,98.92696219718309,99.74419284062562,98.0485189975475,98.31090546459743,100.51661264486309
96.51796962707567,98.07499108641937,99.29836730259008,96.57024369964344,98.58880984592066,98.92696219718309,99.74419284062562,98.0485189975475,98.31090546459743,100.51661264486309,100.66673071828602
98.07499108641937,99.29836730259008,96.57024369964344,98.58880984592066,98.92696219718309,99.74419284062562,98.0485189975475,98.31090546459743,100.51661264486309,100.66673071828602,101.00124360109663
99.29836730259008,96.57024369964344,98.58880984592066,98.92696219718309,99.74419284062562,98.0485189975475,98.31090546459743,100.51661264486309,100.66673071828602,101.00124360109663,101.47820366594564
96.57024369964344,98.58880984592066,98.92696219718309,99.74419284062562,98.0485189975475,98.31090546459743,100.51661264486309,100.66673071828602,101.00124360109663,101.47820366594564,100.82680570067683
98.58880984592066,98.92696219718309,99.74419284062562,98.0485189975475,98.31090546459743,100.51661264486309,100.66673071828602,101.00124360109663,101.47820366594564,100.82680570067683,102.10239312098079
98.92696219718309,99.74419284062562,98.0485189975475,98.31090546459743,100.51661264486309,100.66673071828602,101.00124360109663,101.47820366594564,100.82680570067683,102.10239312098079,102.50910426637459
99.74419284062562,98.0485189975475,98.31090546459743,100.51661264486309,100.66673071828602,101.00124360109663,101.47820366594564,100.82680570067683,102.10239312098079,102.50910426637459,101.82478011462682
98.0485189975475,98.31090546459743,100.51661264486309,100.66673071828602,101.00124360109663,101.47820366594564,100.82680570067683,102.10239312098079,102.50910426637459,101.82478011462682,104.7001966097116
98.31090546459743,100.51661264486309,100.66673071828602,101.00124360109663,101.47820366594564,100.82680570067683,102.10239312098079,102.50910426637459,101.82478011462682,104.7001966097116,103.57115843502494
100.51661264486309,100.66673071828602,101.00124360109663,101.47820366594564,100.82680570067683,102.10239312098079,102.50910426637459,101.82478011462682,104.7001966097116,103.57115843502494,102.13247107009418
100.66673071828602,101.00124360109663,101.47820366594564,100.82680570067683,102.10239312098079,102.50910426637459,101.82478011462682,104.7001966097116,103.57115843502494,102.13247107009418,104.16683056182768
101.00124360109663,101.47820366594564,100.82680570067683,102.10239312098079,102.50910426637459,101.82478011462682,104.7001966097116,103.57115843502494,102.13247107009418,104.16683056182768,102.67928867945894
101.47820366594564,100.82680570067683,102.10239312098079,102.50910426637459,101.82478011462682,104.7001966097116,103.57115843502494,102.13247107009418,104.16683056182768,102.67928867945894,104.53975216173433
100.82680570067683,102.10239312098079,102.50910426637459,101.82478011462682,104.7001966097116,103.57115843502494,102.13247107009418,104.16683056182768,102.67928867945894,104.53975216173433,104.96348657510303
102.10239312098079,102.50910426637459,101.82478011462682,104.7001966097116,103.57115843502494,102.13247107009418,104.16683056182768,102.67928867945894,104.53975216173433,104.96348657510303,102.98921368274891
102.50910426637459,101.82478011462682,104.7001966097116,103.57115843502494,102.13247107009418,104.16683056182768,102.67928867945894,104.53975216173433,104.96348657510303,102.98921368274891,104.73105870225122
101.82478011462682,104.7001966097116,103.57115843502494,102.13247107009418,104.16683056182768,102.67928867945894,104.53975216173433,104.96348657510303,102.98921368274891,104.73105870225122,104.09177630164778
104.7001966097116,103.57115843502494,102.13247107009418,104.16683056182768,102.67928867945894,104.53975216173433,104.96348657510303,102.98921368274891,104.73105870225122,104.09177630164778,104.36737214822338
103.57115843502494,102.13247107009418,104.16683056182768,102.67928867945894,104.53975216173433,104.96348657510303,102.98921368274891,104.73105870225122,104.09177630164778,104.36737214822338,105.26561259499583
